Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link
Toyota,Rav4,Dealer,18999,2015,"Manhattan, KS",100444,4,Barcelona Red Metallic,Automatic,JTMWFREV4FD049821,2.5L I4 16V MPFI DOHC,"Clean CARFAX. 24/31 City/Highway MPG CARFAX One-Owner. 2015 Toyota RAV4 XLE FWD 2.5L 4-Cylinder DOHC Dual VVT-i 6-Speed Automatic Barcelona Red Metallic Local Trade , 1 Owner , Autocheck Accident Free , Cloth. 24/31 City/Highway MPG Outstanding prices and great service are why Murdock Manha ttan has been your Manhattan - Junction City - Fort Riley dealer for over 35 years. We value your time so we only stock the very best used vehicles and do extensive price shopping to make your buying experience quick and easy. You've done the research, now give us a call at 785-776-1950
We pride ourselves at having the largest selection of Chevrolet and Cadillac vehicles in the area. All of our Pre-Owned Vehicles are given a thorough inspection to ensure only the best quality vehicles make it on our lot. Please print out this ad and bring it in to the store to receive this special internet pricing. Be sure to call today for more details.",https://www.cars.com/vehicledetail/25e48984-1bdc-4b54-96dd-a5d3488e886e/
Toyota,Corolla,Dealer,21599,2019,"Phoenix, AZ",45134,4,Slate,Automatic,2T1BURHE0KC178145,1.8L I-4 cyl,"Corolla LE, 4D Sedan, 1.8L I4 DOHC Dual VVT-i, Slate Metallic.
Certified. Certification Program Details: WHY BUY CERTIFIED? TOYOTA'S CERTIFICATION PROGRAM INCLUDES - 12 Month / 12,000 Mile Comprehensive Warranty - 7 Year / 100,000 Mile Limited Powertrain Warranty - 1 Year of Roadside Assistance - 160-Point Quality Assurance Inspection - CARFAX Vehicle History Report***
FWD Odometer is 9143 miles below market average! 28/36 City/Highway MPG CVT 1.8L I4 DOHC Dual VVT-i Slate Metallic
Awards:
* 2019 KBB.com Best Resale Value Awards * 2019 KBB.com Brand Image Awards
www.camelbacktoyota.com Excellent Selection of NEW and USED vehicles, Financing Options, Serving the great Phoenix Area.
",https://www.camelbacktoyota.com/certified/Toyota/2019-Toyota-Corolla-15ae680a0a0e0a922949b0100a077275.htm
Toyota,Highlander,Dealer,33991,2019,"North Huntingdon, PA",44461,4,Blizzard Pearl,Automatic,5TDJZRFH3KS620269,3.5L 6cyl 8A Gas Engine,"44,461 Miles
Exterior Color
Ext: Blizzard Pearl
Interior Color
Int: Black Leather
Automatic Transmission
All Wheel Drive
Gas Engine
295 Horsepower
Max Towing Capacity: 5,000 lbs.
Max Payload Capacity: 1,340 lbs.
20 City / 26 HwyBased On Model Year EPA Mileage Ratings. Use For Comparison Purposes Only. Your Mileage Will Vary Depending On How You Drive And Maintain Your Vehicle, Driving Conditions, Battery-Pack Age/Condition And Other Factors.
7 Seats",https://www.edmunds.com/toyota/highlander/2019/vin/5TDJZRFH3KS620269/?radius=50
Toyota,Corolla,Dealer,15990,2013,"Lorain, OH 44053",97477,4 Door Sedan,White,Automatic,5YFBU4EE1DP210630,"4-Cyl, 1.8 Liter","Keyless Entry
Air Conditioning
Power Windows
Cruise Control",https://www.carvana.com/vehicle/2402353#vehicle-details
Toyota,Rav4,Dealer,35064,2018,"Cedar Falls, IA",36471,4,Red,Automatic,JTMDJREV5JD224169,2.5L 4-Cylinder,Red 2018 Toyota RAV4 Hybrid Limited AWD ,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=652792467&allListingType=all-cars&makeCodeList=TOYOTA&city=Waterloo&state=IA&zip=50701&location=&searchRadius=50&modelCodeList=COROL%2CRAV4%2CCAMRY%2CHIGHLANDER&startYear=2008&endYear=2020&dma=&isNewSearch=false&referrer=%2Fcars-for-sale%2Fall-cars%2Ftoyota%2Fwaterloo-ia-50701%3FsearchRadius%3D50%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%252CHIGHLANDER%26startYear%3D2008%26endYear%3D2020&clickType=spotlight
Toyota,Camry,Dealer,31919,2020,"Greensburg, PA",54008,4,Predawn Gray Mica,Automatic,4T1FZ1AK7LU035911,"3.5L 6cyl 8A, 301 HP","2020 Toyota Camry
XLE 4dr Sedan (3.5L 6cyl 8A)
VIN: 4T1FZ1AK7LU035911Stock: T22126A
Vehicle Summary
54,008 Miles
Exterior Color
Ext: Predawn Gray Mica
Interior Color
Int: Ash Leather
Automatic Transmission
Front Wheel Drive
Gas Engine
301 Horsepower
22 City / 33 HwyBased On Model Year EPA Mileage Ratings. Use For Comparison Purposes Only. Your Mileage Will Vary Depending On How You Drive And Maintain Your Vehicle, Driving Conditions, Battery-Pack Age/Condition And Other Factors.
5 Seats",https://www.edmunds.com/toyota/camry/2020/vin/4T1FZ1AK7LU035911/?radius=50
Toyota,Highlander,Dealer,17590,2010,"Heath, OH",17590,4,Black,Automatic,JTEZA3EHXA2011108,"4-Cyl, 2.7L",2010 Toyota Highlander Sport Utility 4D,https://www.carvana.com/vehicle/2475323
Toyota,Corolla,Dealer,26547,2020,pittsburgh,13155,4,silver,Automatic,5YFS4RCE0LP056605,2.0L 4-Cylinder Gas,Very Good,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=654404878&zip=15201&clickType=elot&clicktype=elot
Toyota,Highlander,Dealer,41998,2019,"CarMax Mechanicsburg, PA",12000,4,Blue/Gray,Automatic, 5TDDZRFH9KS967909,"6-cyl, Gas, 3.5L","Single Owner, Low Miles, Loaded",https://www.carmax.com/car/22885128
Toyota,Camry,Dealer,39170,2022,"Hickory, NC",15169,4,white,Automatic,4T1T31AK7NU034961,2.5L I4 Hybrid,"White 2022 Toyota Camry Hybrid SE FWD eCVT 2.5L I4 DOHC 16V Recent Arrival! 44/47 City/Highway MPG *LIFETIME POWERTRAIN WARRANTY*, *ONE OWNER*, *CLEAN AUTOCHECK*, *USB/HANDSFREE/BLUETOOTH*, Camry Hybrid SE, 4D Sedan, 2.5L I4 DOHC 16V, eCVT, FWD. Before you buy, give Mike a try! More info at WWW.HICKORYTOYOTA.COM.",https://www.cargurus.com/Cars/l-Used-Toyota-North-Carolina-m7_L24944#listing=338471271/FEATURED
Toyota,Rav4,Individual,24990,2016,"lorain, oh 44053",58721,4,silver,Automatic,2T3YFREV8GW242034,"4-Cyl, VVT, 2.5L",,https://www.carvana.com/vehicle/2320217
Toyota,Camry,Dealer,35998,2019,"Harrisonburg, VA",23000,4,Black,Automatic,4T1B21HK4KU521955,"4-cyl, Hybrid, 2.5L","2019 Camry Hybrid XLE 
Toyota
25 people saved
$35,998
*
 Estimate Payment
23K miles
44/47 mpg
Stock # 22478380  VIN # 4T1B21HK4KU521955
New Tires
Replaced 4 tires to meet our standards
Low Miles Per Year
Less than 9,000 miles per year
Loaded
Automated Cruise Control, Leather Seats, Navigation System, Sunroof(s) ...See All Features.",https://www.carmax.com/car/22478380
Toyota,Rav4,Dealer,24695,2018,"Manhattan, KS",64150,4,Silver,Automatic,2T3WFREV6JW470306,2.5L I4 16V MPFI DOHC,N/A,https://www.cars.com/vehicledetail/fbaea471-8d7a-48eb-8ea1-02d59ce22ccb/
Toyota,Corolla,Dealer,16591,2017,"San Jose, CA",133688,4,Barcelona Red,Automatic,5YFBURHE1HP660549,1.8L I-4 cyl,"Hand Selected Prior Rental. Clean CARFAX. Barcelona Red Metallic 2017 Toyota Corolla LE FWD CVT 1.8L I4 DOHC Dual VVT-i
Contact one of our professional and knowledgeable sales reps If you would like more information on this vehicle or any other vehicle you might be interested in. We'd be happy to answer any questions that you may have.",https://www.capitoltoyota.com/used/Toyota/2017-Toyota-Corolla-san-jose-ca-d9f0574d0a0e0a9a77a2ca286c564614.htm
Toyota,Rav4,Dealer,12995,2012,"Ontario, NY",133897,4,Red,Automatic,JTMRF4DV1C5050819, 2.5L DOHC SFI 16-valve dual VVT-i I4 engine,"Year: 2012
Make: Toyota
Model: RAV4
Trim: 4WD 4dr I4 Sport (Natl)
Mileage: 133,897
Stock #: 50819
VIN: JTMRF4DV1C5050819
Trans: Automatic
Color: Red
Vehicle Type: SUV
State: NY
Drive Train: 4WD
Engine: 2.5L DOHC SFI 16-valve dual VVT-i I4 engine
",https://elmira.craigslist.org/ctd/d/union-hill-2012-toyota-rav4-4wd-4dr-i4/7532985229.html
Toyota,Highlander,Dealer,20896,2016,"Richmond, VA",101390,4,Midnight Black Metallic,Automatic,5TDZKRFH3GS171710,270 hp 3.5L V6,"Front Wheel Drive, Power Steering, ABS, 4-Wheel Disc Brakes, Brake Assist, Aluminum Wheels, Tires - Front All-Season, Tires - Rear All-Season, Temporary Spare Tire, Heated Mirrors, Power Mirror(s), Integrated Turn Signal Mirrors, Rear Defrost, Intermittent Wipers, Variable Speed Intermittent Wipers, Privacy Glass, Rear Spoiler, Power Door Locks, Daytime Running Lights, Automatic Headlights, Fog Lamps, AM/FM Stereo, CD Player, Satellite Radio, MP3 Player, Bluetooth Connection, Auxiliary Audio Input, HD Radio, Requires Subscription, Steering Wheel Audio Controls, Satellite Radio, HD Radio, Requires Subscription, Power Driver Seat, Bucket Seats, Driver Adjustable Lumbar, Pass-Through Rear Seat, Rear Bench Seat, Adjustable Steering Wheel, Trip Computer, Power Windows, 3rd Row Seat, Leather Steering Wheel, Keyless Entry, Power Door Locks, Remote Trunk Release, Cruise Control, Climate Control, A/C, Rear A/C, Climate Control, A/C, Multi-Zone A/C, A/C, Cloth Seats, Premium Synthetic Seats, Driver Vanity Mirror, Passenger Vanity Mirror, Driver Illuminated Vanity Mirror, Passenger Illuminated Visor Mirror, Power Door Locks, Power Windows, Remote Trunk Release, Power Liftgate, Trip Computer, Immobilizer, Traction Control, Stability Control, Traction Control, Front Side Air Bag, Tire Pressure Monitor, Driver Air Bag, Passenger Air Bag, Front Head Air Bag, Rear Head Air Bag, Passenger Air Bag Sensor, Knee Air Bag, Child Safety Locks, Back-Up Camera.",https://www.cargurus.com/Cars/l-Used-Toyota-Highlander-Pittsburgh-d298_L29265#listing=332938274/NONE
Toyota,Rav4,Dealer,27999,2019,"Phoenix, AZ",61799,4,Midnight Black,Automatic,2T3H1RFV6KW026950,2.5L I-4 cyl,"Bluetooth, Back Up Camera, Adaptive Cruise Control, Lane Departure Alert, Toyota Certified, Clean CARFAX, Black w/Fabric Seat Trim, Electronic Stability Control.
Certified. Certification Program Details: WHY BUY CERTIFIED? TOYOTA'S CERTIFICATION PROGRAM INCLUDES - 12 Month / 12,000 Mile Comprehensive Warranty - 7 Year / 100,000 Mile Limited Powertrain Warranty - 1 Year of Roadside Assistance - 160-Point Quality Assurance Inspection - CARFAX Vehicle History Report***
FWD Clean CARFAX. 26/35 City/Highway MPG 8-Speed Automatic 2.5L 4-Cylinder DOHC Dual VVT-i Midnight Black Metallic
Awards:
* 2019 KBB.com 10 Favorite New-for-2019 Cars * 2019 KBB.com 10 Best SUVs Under $30,000 * 2019 KBB.com Best Resale Value Awards * 2019 KBB.com Brand Image Awards
www.camelbacktoyota.com Excellent Selection of NEW and USED vehicles, Financing Options, Serving the great Phoenix Area.",https://www.camelbacktoyota.com/certified/Toyota/2019-Toyota-RAV4-2059b8f50a0e087f480c73eef2e23300.htm
Toyota,Camry,Individual,5900,2009,"1101 S Dukeland St, Baltimore, MD 21223",162225,4,white,Automatic,4T1BE46K89U853788,4 cylinders,"2009 Toyota Camry
MD INSPECTED!!!
In great running condition, cloth interior, front wheel drive, 4 cylinders, steel wheels, power windows, power locks, manual seats, rebuilt title.",https://baltimore.craigslist.org/ctd/d/baltimore-2009-toyota-camry/7531712881.html
Toyota,Rav4,Dealer,15995,2013,"North Hollywood, CA",82862,4,silver,,    2T3WFREVXDW017214,2.5L I4,"4-Cyl 2.5 Liter,Automatic 6-Spd,2WD,Traction Control,Stability Control,ABS (4-Wheel),Keyless Entry,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt & Telescoping Wheel,AM/FM Stereo,CD/MP3 (Single Disc),Navigation System,Bluetooth Wireless,Backup Camera,Dual Air Bags,Side Air Bags,F&R Head Curtain Air Bags,Knee Air Bags,Moon Roof,Daytime Running Lights,Fog Lights,Rear Spoiler,Roof Rack,Alloy Wheels,",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=90601&showNegotiable=true&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=75&sortType=DEAL_SCORE&entitySelectingHelper.selectedEntity=d306#listing=339099332/NONE
Toyota,Corolla,Dealer,23998,2020,"Cleveland East, OH",62000,4,Black,Automatic,JTDHPRAE7LJ016630,"4-cyl, Gas, 1.8L",2929 Corolla LE,https://www.carmax.com/car/23156215
Toyota,Corolla,Dealer,12979,2012,"Pompano Beach, FL",24541,4,Gray,Automatic,5YFBU4EEXCP012739,4 Cyl,"Recent Arrival! Now offering this 2012 Toyota Corolla LE in Gray is available for immediate test drive: CALL US at 954-785-7100!!! ABS brakes, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. CARFAX One-Owner. Priced below KBB Fair Purchase Price!
Odometer is 82315 miles below market average!
Awards:
* 2012 KBB.com Best Resale Value Awards
Call one of our Used Car Specialists at 954-785-7100.
Gray 2012 Toyota Corolla LE LE FWD 1.8L I4 DOHC Dual VVT-i",https://www.carfax.com/vehicle/5YFBU4EEXCP012739
Toyota,Rav4,Individual,26590,2018,"concord, nc 28027",62716,4,gray,Automatic,2T3NFREVXJW443461,"4-Cyl, VVT, 2.5L",,https://www.carvana.com/vehicle/2393807
Toyota,Camry,Dealer,34500,2020,"Cedar Falls, IA",20649,4,Wind Chill Pearl,Automatic,4T1K61AK8LU302657,2.5L 4-Cylinder,"* ONE OWNER LOCAL TRADE *, * LEATHER *, * HEATED SEATS *, * PANORAMIC MOONROOF/SUNROOF *, * BACK-UP CAMERA *, * BLIND SPOT MONITOR *, * APPLE CARPLAY *, * ANDROID AUTO *, * LOW MILES *, * BLUETOOTH AUDIO/PHONE *, * ALLOY WHEELS *, * REAR PARK ASSIST *, * TOYOTA SAFETY SENSE *, * POWER SEAT *, * SIRIUS/XM RADIO *, * ACCIDENT FREE *, * CLEAN AUTO CHECK *, * POWER WINDOWS *, * POWER DOOR LOCKS *, * CRUISE CONTROL *, * GREAT GAS MILEAGE *, * SUPER RELIABLE *",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=655490830&allListingType=all-cars&makeCodeList=TOYOTA&city=Waterloo&state=IA&zip=50701&location=&searchRadius=50&modelCodeList=COROL%2CRAV4%2CCAMRY%2CHIGHLANDER&startYear=2008&endYear=2020&dma=&isNewSearch=false&referrer=%2Fcars-for-sale%2Fall-cars%2Ftoyota%2Fwaterloo-ia-50701%3FsearchRadius%3D50%26modelCodeList%3DCOROL%252CRAV4%252CCAMRY%252CHIGHLANDER%26startYear%3D2008%26endYear%3D2020&clickType=listing
Toyota,Highlander,Dealer,20590,2012,"Heath, OH",20590,4,Burgundy,Automatic,5TDBK3EH9CS106466,"6-Cyl, 3.5L",2012 Toyota Highlander SE Sport Utility 4D,https://www.carvana.com/vehicle/2510562
Toyota,Corolla,Dealer,15990,2013,OH 44053,97477,4 doors Sedan,White,Automatic,5YFBU4EE1DP210630,"4-Cyl, 1.8 Liter","Keyless Entry
Air Conditioning
Power Windows
Cruise Control",https://www.carvana.com/vehicle/2402353#vehicle-details
Toyota,Corolla,Dealer,3999,2003,"Export, PA 15632",127300,4,Silver,Automatic,,4 Cylinder,"2003 Toyota Corolla CE
4 Cylinder, Automatic
PS, PB, PL, A/C
Good Condition
127,300 Miles
$3,999 .. Credit Cards Accepted",https://pittsburgh.craigslist.org/ctd/d/export-2003-toyota-corolla-ce/7533105125.html
Toyota,Highlander,Dealer,35998,2019,"Akron, OH",38000,4,Blue,Automatic,5TDJZRFH0KS957966,"6-cyl, Gas, 3.5L","2019 Highlander XLE 
Toyota
5 people saved
$35,998
*
 Estimate Payment
38K miles
20/26 mpg
Stock # 22261073  VIN # 5TDJZRFH0KS957966
Single Owner
Reported by AutoCheck¨. View History Report 
New Tires
Replaced 4 tires to meet our standards
Loaded
Third Row Seat, Automated Cruise Control, 4WD/AWD, Leather Seats ...See All Features.",https://www.carmax.com/car/22261073
Toyota,Rav4,Dealer,26500,2019,"Shelby, NC",86518,4,Blueprint,Automatic,2T3W1RFV0KW025039, 203 hp 2.5L I4,"Used. 2019 Toyota RAV4 XLE 8-Speed Automatic Back Up Camera, Bluetooth Smart Technology, MP3 - USB, Black w/Fabric Seat Trim, 17"" x 7.0J Alloy Wheels, 6 Speakers, Air Conditioning, Alloy wheels, AM/FM radio, Auto High-beam Headlights, Automatic temperature control, Axle Ratio: 3.177, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Electronic Stability Control, Exterior Parking Camera Rear, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Outside temperature display, Overhead console, Panic alarm, Passenger vanity mirror, Power door mirrors, Power moonroof, Radio data system, Radio: Entune 3.0 Audio, Rear seat center armrest, Rear window defroster, Rear window wiper, Roof rack: rails only, Speed control, Spoiler, Turn signal indicator mirrors, Variably intermittent wipers. Awards: * 2019 KBB.com 10 Favorite New-for-2019 Cars * 2019 KBB.com 10 Best SUVs Under $30,000 * 2019 KBB.com Brand Image Awards * 2019 KBB.com Best Resale Value Awards",https://www.cargurus.com/Cars/l-Used-Toyota-North-Carolina-m7_L24944#listing=324741978/FEATURED
Toyota,Rav4,Dealer,28268,2019,"Phoenix, AZ",65764,4,Magnetic Gray,Automatic,2T3H1RFV8KW001838,2.5L I-4 cyl,"Bluetooth, Back Up Camera, Toyota Certified, Black w/SofTex Seat Trim.
Certified. Certification Program Details: WHY BUY CERTIFIED? TOYOTA'S CERTIFICATION PROGRAM INCLUDES - 12 Month / 12,000 Mile Comprehensive Warranty - 7 Year / 100,000 Mile Limited Powertrain Warranty - 1 Year of Roadside Assistance - 160-Point Quality Assurance Inspection - CARFAX Vehicle History Report***
FWD Clean CARFAX. 26/35 City/Highway MPG 8-Speed Automatic 2.5L 4-Cylinder DOHC Dual VVT-i Magnetic Gray Metallic
Awards:
* 2019 KBB.com 10 Best SUVs Under $30,000 * 2019 KBB.com 10 Favorite New-for-2019 Cars * 2019 KBB.com Best Resale Value Awards * 2019 KBB.com Brand Image Awards
www.camelbacktoyota.com Excellent Selection of NEW and USED vehicles, Financing Options, Serving the great Phoenix Area.",https://www.camelbacktoyota.com/certified/Toyota/2019-Toyota-RAV4-b8961b290a0e081d683df293120dba76.htm
Toyota,Rav4,Dealer,36998,2019,"Columbus, OH",43000,4,Blue,Automatic,2T3J1RFV2KW003330,"4-cyl, Gas, 2.5L","Loaded
Automated Cruise Control, 4WD/AWD, Sunroof(s), Apple CarPlay ...See All Features.
150K miles or 60 months of coverage available
Optional MaxCare covers all major systems, offers flexible plan pricing, and hassle-free repairs.",https://www.carmax.com/car/22085277
Toyota,Rav4,Dealer,30989,2019,"San Juan Capistrano, CA",27608,4,black,Automatic,    2T3C1RFV7KC020392,2.5L I4,"New Price! Certified. 4D Sport Utility XLE Premium FWD 8-Speed Automatic 2.5L 4-Cylinder DOHC Dual VVT-i 26/35 City/Highway MPG Odometer is 1744 miles below market average! Priced below KBB Fair Purchase Price!Toyota Details: * Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile (for Toyota Certified Used Vehicles program), Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. HV Battery Warranty coverage for 10 years/150,000 miles. (2020 model year forward Hybrid-Related) 8 years/100,000 miles, whichever comes first, from original date of first use when sold as new. Fuel Cell Vehicle Warranty 8 years/100,000 mile (whichever comes first) on key fuel cell components. Roadside Assistance for 7 Year / 100,000 Mile (for Toyota Certified Used Hybrids program) * Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date (for Toyota Certified Used Vehicles program) * 160 Point Inspection (for Toyota Certified Used Vehicles program), 174 Point Inspection (for Toyota Certified Used Hybrids program) * Warranty Deductible: $0 * Vehicle History * Roadside Assistance * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date * Transferable Warranty2019 Toyota RAV4 XLE Premium Awards: * 2019 KBB.com 10 Favorite New-for-2019 Cars * 2019 KBB.com 10 Best SUVs Under $30,000 * 2019 KBB.com Best Resale Value Awards * 2019 KBB.com Brand Image Awards",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=90601&showNegotiable=true&sortDir=ASC&sourceContext=untrackedWithinSite_false_0&distance=75&sortType=DEAL_SCORE&entitySelectingHelper.selectedEntity=d306#listing=333295704/NONE
